CNA	Gene	KEGG	Cosmic
chr12_5832853_12858703	RBP5,MAGOHB,NANOGNB,PRH2,TAS2R8,IFFO1,TAS2R46,MIR1244-1,CD163,LOC100506159,A2M-AS1,TAS2R43,PEX5,C1S,C1R,STYK1,C1RL,KLRF2,TAS2R19,TAS2R13,PHB2,TAS2R31,MIR1244-2,KLRK1,CLEC4D,LOC102724020,CD4,CD27-AS1,LRP6,COPS7A,ZNF384,CLEC2D,SLC2A14,PHC1,NANOG,GPR162,ANO2,TAS2R10,LOC101928030,PRH1-PRR4,ACRBP,SCNN1A,USP5,CD27,CDCA3,CLEC2A,PRB2,SCARNA10,A2M,TNFRSF1A,LOC105369632,ATN1,TAS2R42,TAS2R9,TAS2R30,TAS2R7,ENO2,MANSC1,YBX3,OLR1,CLEC4A,CLEC1B,LRRC23,DSTNP2,LINC00612,CLEC4E,TAPBPL,MIR141,MRPL51,CLECL1,DPPA3,APOBEC1,VWF,LPCAT3,A2ML1,TPI1,KLRG1,NECAP1,VAMP1,DUSP16,GABARAPL1,LOC101928162,ACSM4,SPSB2,CLEC7A,LOC400002,CLEC2B,RIMKLB,MIR200C,SCARNA11,PRB4,LOC374443,CLEC12B,CLSTN3,CD9,SLC2A3,PRB1,KLRC4,C3AR1,LOC728715,ZNF705A,CD69,LPAR5,ING4,GAPDH,C1RL-AS1,AICDA,DDX12P,CD163L1,NOP2,ETV6,LINC00937,KLRC4-KLRK1,KLRC3,LOH12CR2,KLRA1P,TMEM52B,PTMS,GPR19,CLEC1A,LOC105369635,PRH1-TAS2R14,CLEC9A,C12orf57,PRR4,PIANP,MIR1244-3,TAS2R50,PLEKHG6,NCAPD2,LINC00987,FAM90A1,LAG3,LOC101928100,PZP,MFAP5,EMG1,CLEC6A,TAS2R20,PRB3,P3H3,CHD4,M6PR,A2MP1,RPL13P5,KLRD1,POU5F1P3,LTBR,FAM66C,SMIM10L1,MIR1244-4,FAM86FP,LOC642846,PTPN6,TAS2R14,SCARNA12,MLF2,FOXJ2,LINC01252,KLRB1,KLRC2,LOC101930452,CREBL2,BCL2L14,GNB3,GDF3,LOC101927905,CLEC12A,PRH1,CLEC4C,BORCS5,KLRF1,KLRC1	Taste transduction_TAS2R8/TAS2R46/TAS2R43/TAS2R19/TAS2R13/TAS2R31/TAS2R10/SCNN1A/TAS2R42/TAS2R9/TAS2R30/TAS2R7/TAS2R50/TAS2R20/TAS2R14/GNB3,Antigen processing and presentation_CD4/KLRC4/KLRC3/KLRD1/KLRC2/KLRC1,Natural killer cell mediated cytotoxicity_KLRK1/KLRC4-KLRK1/KLRC3/KLRD1/PTPN6/KLRC2/KLRC1,Complement and coagulation cascades_C1S/C1R/A2M/VWF/C3AR1	ETV6_oncogene/fusion,CHD4_oncogene
chr12_19552035_23974957	C2CD5,SLCO1B7,LOC100506393,RECQL,ST8SIA1,SLCO1B3,IAPP,SOX5,GYS2,SLCO1B1,SLCO1A2,LOC101928441,PDE3A,ETNK1,SPX,LDHB,CMAS,PYROXD1,AEBP2,KCNJ8,GOLT1B,LOC105369691,SLCO1C1,ABCC9	Bile secretion_SLCO1B7/SLCO1B3/SLCO1B1/SLCO1A2	ETNK1_TSG
chr12_24980841_25799873	LMNTD1,CASC1,LOC645177,C12orf77,BCAT1,ETFRF1,KRAS,LRMP	NA	KRAS_oncogene
chr12_26101034_27806010	ARNTL2-AS1,STK38L,TM7SF3,SSPN,RASSF8,SMCO2,PPFIBP1,ITPR2,FGFR1OP2,BHLHE41,MED21,C12orf71,INTS13,RASSF8-AS1,ARNTL2	Circadian rhythm_BHLHE41,Long-term depression_ITPR2,Cortisol synthesis and secretion_ITPR2,Renin secretion_ITPR2,Long-term potentiation_ITPR2,Thyroid hormone synthesis_ITPR2,Gastric acid secretion_ITPR2,Gap junction_ITPR2,Salivary secretion_ITPR2,GnRH signaling pathway_ITPR2,Aldosterone synthesis and secretion_ITPR2,Pancreatic secretion_ITPR2,Inflammatory mediator regulation of TRP channels_ITPR2,Phosphatidylinositol signaling system_ITPR2,Glucagon signaling pathway_ITPR2,C-type lectin receptor signaling pathway_ITPR2,Parathyroid hormone synthesis, secretion and action_ITPR2,Cholinergic synapse_ITPR2,Serotonergic synapse_ITPR2,Glutamatergic synapse_ITPR2,Vascular smooth muscle contraction_ITPR2,Platelet activation_ITPR2,Oocyte meiosis_ITPR2,Dopaminergic synapse_ITPR2,Apelin signaling pathway_ITPR2,Estrogen signaling pathway_ITPR2,Apoptosis_ITPR2,Retrograde endocannabinoid signaling_ITPR2,Oxytocin signaling pathway_ITPR2,Cushing's syndrome_ITPR2,Cellular senescence_ITPR2,cGMP-PKG signaling pathway_ITPR2,NOD-like receptor signaling pathway_ITPR2,Alzheimer's disease_ITPR2	NA
chr12_27824222_28066098	MANSC4,MRPS35,KLHL42,PPFIBP1,REP15	NA	NA
chr12_28532948_28999848	CCDC91	NA	NA
chr12_29383198_31805969	TSPAN11,DENND5B-AS1,LOC645485,DDX11,DDX11-AS1,ETFBKMT,FLJ13224,OVCH1,OVCH1-AS1,LINC00941,LOC100506606,DENND5B,IPO8,CAPRIN2,TMTC1,ERGIC2,FAR2,FAM60A	Peroxisome_FAR2	NA
chr12_38297864_39347645	CPNE8,ALG10B	N-Glycan biosynthesis_ALG10B	NA
chr12_42543101_44600027	PPHLN1,YAF2,ZCRB1,LOC105369738,LOC101927058,ADAMTS20,PRICKLE1,TWF1,TMEM117,LOC105369739,IRAK4,PUS7L,MIR7851	NA	NA
chr12_44942425_48600499	VDR,MIR6505,LOC100288798,SENP1,PCED1B,RNY5,RPAP3,SLC38A1,ENDOU,SLC38A2,LOC105369747,PLEKHA8P1,ASB8,HDAC7,TMEM106C,DBX2,SLC48A1,COL2A1,PFKM,RAPGEF3,NELL2,SCAF11,SLC38A4,RACGAP1P,ARID2,PCED1B-AS1,AMIGO2,ANO6,CCDC184,LINC00938,MIR4494,MIR4698,OR10AD1	NA	COL2A1_oncogene,ARID2_TSG
chr12_49210236_51253607	AQP5,KCNH3,WNT1,LIMA1,MIR1293,LOC101927318,KMT2D,COX14,TUBA1A,SMARCD1,MCRS1,DDX23,SNORD133,RHEBL1,ASIC1,LOC101927267,DNAJC22,DHH,CERS5,ARF3,DIP2B,CACNB3,FMNL3,NCKAP5L,LARP4,FAM186B,CCDC65,LOC101927292,FAIM2,TMPRSS12,RACGAP1,GPD1,DDN,PRPF40B,AQP2,TUBA1C,TMBIM6,WNT10B,AQP6,ATF1,FKBP11,RND1,LMBR1L,SPATS2,LOC283332,LOC100335030,TROAP,PRKAG1,TUBA1B,C1QL4,FAM186A,BCDIN3D-AS1,PRPH,BCDIN3D	Pathogenic Escherichia coli infection_TUBA1A/TUBA1C/TUBA1B,Tight junction_TUBA1A/TUBA1C/PRKAG1/TUBA1B,Gap junction_TUBA1A/TUBA1C/TUBA1B	KMT2D_oncogene/TSG
chr12_53955848_75919226	LOC100507195,THAP2,OR6C6,FLJ41278,DGKA,LOC100507377,BLOC1S1,ITGA5,NXPH4,PPM1H,HOXC-AS2,NDUFA4L2,CNPY2,IL26,PTPRR,TMBIM4,ATP23,ESYT1,LOC100130075,STAT2,OR6C74,HOXC13-AS,DNAJC14,GTSF1,LOC100507065,NFE2,MIR3913-1,LRIG3,OR2AP1,GLYCAM1,HNRNPA1P10,C12orf66,RASSF3,LLPH,SDR9C7,GRIP1,GLIPR1,LOC100240735,ATP5G2,MIR148B,LOC400043,LINC01481,HOXC13,HOTAIR,MIR1279,IL23A,SMARCC2,R3HDM2,LOC105369785,MSRB3,FLJ12825,RAB3IP,RPL41,OR6C70,RNF41,PMEL,COQ10A,AVIL,YEATS4,METTL7B,SNORA70G,TBC1D15,LOC102724421,ARHGAP9,USP15,MIR548Z,LYZ,OR6C68,LOC101928137,LOC101928002,PRIM1,B4GALNT1,NAB2,LOC100506844,SLC35E3,SLC26A10,TMEM19,CAND1,LGR5,C12orf56,HOXC11,TBK1,MYO1A,TAC3,ZC3H10,OR6C65,GLI1,IL22,RPS26,HOXC5,LINC01479,MIP,OR6C2,PPP1R1A,LRP1,RAP1B,LOC100506869,KCNC2,MIR3913-2,GNS,CYP27B1,SARNP,KIF5A,RPSAP52,OR10P1,LLPH-AS1,LOC100240734,MIR1228,MBD6,LOC101927583,MDM2,CPM,IRAK3,SLC16A7,OR6C1,TBC1D30,HOXC12,FAM19A2,TESPA1,MARS,BLOC1S1-RDH5,CTDSP2,LOC101927653,SMUG1,SNORD59B,MIR3198-2,HOXC8,MIR196A2,HOXC9,MIR6125,ARHGEF25,FRS2,ZFC3H1,ERBB3,METTL21B,INHBC,STAC3,HOXC4,NACA,ATXN7L3B,ORMDL2,DDIT3,CDK4,ITGA7,WIF1,CBX5,IFNG,MIR616,SPRYD4,OR6C76,DPY19L2,NABP2,CPSF6,TSPAN8,MDM1,MIR26A2,ZNF385A,MUCL1,BAZ2A,MYL6B,MIR548C,HOXC6,RDH16,LOC105369187,HOXC10,TPH2,CCT2,TRHDE,LOC100507175,PDE1B,TMEM198B,DCTN2,ATP5B,XPOT,MIR6759,HELB,KCNMB4,OS9,STAT6,MIR6074,CD63,COPZ1,NCKAP1L,GPR182,MYRFL,AVPR1A,TSFM,MMP19,MIR6502,IFNG-AS1,LOC105369781,DTX3,TMEM5,RAB5B,MIRLET7I,MRS2P2,LOC100507250,LOC101927901,SRGAP1,PTGES3,SNORD59A,ZBTB39,CAPS2,CS,OR6C4,PTPRB,LEMD3,CISTR,PYM1,IKZF4,LOC102724050,CALCOCO1,TRHDE-AS1,ATF7,LRRC10,NEMP1,KRR1,MARCH9,OR6C75,MIR615,HNRNPA1,TSPAN31,HOXC-AS1,MON2,SUOX,PAN2,GDF11,HSD17B6,LACRT,HOXC-AS3,MIR6758,SNORA105C,GLIPR1L1,RBMS2,AGAP2,CNOT2,MYL6,LRP1-AS,SHMT2,SLC39A5,OR6C3,GLS2,AGAP2-AS1,OR10A7,RDH5,INHBE,PIP4K2C,HMGA2,APOF,RAB21,CDK2,NEUROD4,TMEM5-AS1,NUP107,TIMELESS,GPR84,LOC100129940,LINC01465,PA2G4,GLIPR1L2,DYRK2,METTL1,ANKRD52,OR9K2,BEST3,DCD	Olfactory transduction_OR6C6/OR6C74/OR2AP1/OR6C70/OR6C68/OR6C65/OR6C2/OR10P1/OR6C1/OR6C76/PDE1B/OR6C4/OR6C75/OR6C3/OR10A7/OR9K2	LRIG3_TSG/fusion,HOXC13_oncogene,NAB2_TSG/fusion,HOXC11_oncogene,MDM2_oncogene,ERBB3_oncogene,DDIT3_TSG/fusion,CDK4_oncogene,HMGA2_oncogene/fusion
chr12_84650869_98411578	CRADD,MIR7844,NR2C1,SOCS2,LOC105369893,MIR4303,NUDT4P1,LUM,LOC105369879,POC1B-GALNT4,LRRIQ1,LOC101928731,TMTC3,NUDT4P2,TMCC3,CEP83-AS1,MIR4495,NTN4,LOC100507616,DUSP6,MIR135A2,CEP290,LINC01619,NDUFA12,MIR331,LOC101928617,TSPAN19,LOC102724933,CEP83,LOC643711,MIR492,NUDT4,MRPL42,LOC105369920,BTG1,VEZT,ATP2B1-AS1,RMST,CLLU1OS,ALX1,SOCS2-AS1,CFAP54,RASSF9,KITLG,SLC6A15,PLEKHG7,DCN,MIR5700,C12orf50,KRT19P2,LOC728084,MGAT4C,LOC105369891,EPYC,ELK3,LOC105369921,CLLU1,LOC105369911,CCDC38,NEDD1,CCER1,NTS,KERA,CDK17,HAL,SNRPF,FGD6,LINC00615,USP44,EEA1,AMDHD1,C12orf74,POC1B,GALNT4,PLXNC1,ATP2B1,METAP2,LOC643339,MIR3685,MIR1251,C12orf29,PGAM1P5,LTA4H,UBE2N,MKRN9P	NA	BTG1_TSG
chr12_100900759_101883341	UTP20,GAS2L3,ARL1,ANO4,SPIC,SLC5A8,NR1H4	Bile secretion_NR1H4	NA
chr12_103450867_105665808	WASHC4,C12orf42,MIR7641-2,LOC414300,MIR3652,GLT8D2,NFYB,NT5DC3,APPL2,MIR3922,TDG,CHST11,STAB2,HCFC2,TXNRD1,HSP90B1,LOC105369945,EID3,SLC41A2,LOC101929084,ALDH1L2,C12orf73,LOC101929058,C12orf45,TTC41P	NA	NA
chr12_106742075_135700244	AACS,LOC105370024,RFLNA,PPP1CC,USP30,VPS29,VPS33A,RIC8B,RILPL2,DDX51,SNORA49,ANAPC7,SDS,GLT1D1,LOC107161159,LHX5-AS1,ZNF891,GLTP,BICDL1,LOC105370068,ZNF140,BRI3BP,PLBD2,ZNF664,LINC01257,LOC440117,PSMD9,HSPB8,OAS3,KCTD10,PGAM5,FBXO21,ZNF84,HPD,XLOC_009911,C12orf49,ADGRD1,SRSF9,ARL6IP4,HNF1A,IFT81,OAS1,TMEM132C,PXN,MIR4419B,RILPL1,C12orf65,MLEC,ANKRD13A,EP400NL,RPLP0,LOC100996679,FAM109A,BRAP,TCHP,MIR4498,MIR3612,CIT,MYO1H,MIR6861,MPHOSPH9,USP30-AS1,FLJ37505,FBXW8,RHOF,COQ5,RIMBP2,MED13L,WSB2,NOC4L,EIF2B1,ERP29,TCTN2,RNF10,UNC119B,LINC01405,LINC01498,SDSL,MIR3657,LOC100506551,TAOK3,MAPKAPK5,P2RX4,MORN3,ACACB,NOS1,STX2,TCTN1,LOC105369980,CORO1C,SART3,GPN3,SVOP,ISCU,HRK,MIR3908,MAPKAPK5-AS1,DENR,LOC101928530,CRAT8,B3GNT4,ORAI1,MIR7107,LOC101593348,LOC101927592,HNF1A-AS1,MIR6760,HCAR2,SUDS3,LOC101928597,PLA2G1B,RSRC2,CCDC60,CAMKK2,PTPN11,ASCL4,ATP6V0A2,RAD9B,LOC100505978,SRRM4,TBX5,FAM222A-AS1,LINC00944,PRKAB1,KMT5A,THRIL,UBE3B,LRCOL1,KSR2,BCL7A,ZNF664-RFLNA,IL31,ALKBH2,MIR6761,GOLGA3,C12orf43,CDK2AP1,POP5,NCOR2,MIR8072,MIR4496,ZNF268,KNTC1,CLIP1,KDM2B,GALNT9,MIR1302-1,LINC00173,MIR7106,TMEM132B,CABP1,ZNF10,ATXN2,LINC00507,LOC101927637,ALDH2,CFAP73,MIR548AQ,ABCB9,MIR4472-2,RFX4,NAA25,LINC00934,LINC01234,SLC15A4,EP400,RNFT2,CMKLR1,NRAV,RASAL1,LOC105370014,TMEM132D,LOC100507091,LOC100506691,SELPLG,DIABLO,SLC8B1,LOC100128554,SPPL3,MIR4700,LOC105370016,SSH1,IQCD,TPCN1,FICD,ULK1,RITA1,TMEM120B,FOXN4,TMEM119,RNF34,LOC101928416,DHX37,CCDC63,ZNF605,LACAT8,CCDC92,CHFR,TMED2,LOC338797,RAB35,TMEM233,OAS2,TMEM263,DYNLL1,LOC101927415,C12orf76,LINC00508,SBNO1,P2RX7,TRPV4,SCARB1,PITPNM2,TRIAP1,ANHX,DAO,MAP1LC3B2,ADAM1A,RPL6,TESC,FZD10,GTF2H3,OGFOD2,SFSWAP,TBX5-AS1,MYL2,FAM216A,HVCN1,TRAFD1,ATP2A2,MIR4497,LOC101927735,TBX3,CUX2,SIRT4,BTBD11,MIR620,VSIG10,LOC283352,MIR6762,PIWIL1,MIR1178,MIR4304,LOC101929162,LOC101927694,GIT2,RFC5,MVK,FAM222A,PEBP1,FBRSL1,CCDC62,LINC00939,VPS37B,OASL,PRDM4,SH2B3,MMAB,GCN1,TMEM116,LHX5,GATC,MIR619,ACAD10,LOC100190940,DTX1,PUS1,HCAR3,ARPC3,UNG,P2RX2,LOC100130238,RBM19,ACADS,DDX54,MMP17,MTERF2,LINC01089,ANKLE2,LOC101927616,HCAR1,LINC00943,CLIP1-AS1,RAN,PWP1,FZD10-AS1,WDR66,DNAH10,MIR6880,ANAPC5,PPTC7,RPH3A,LOC101927464,MIR6763,WSCD2,SETD1B,LRRC43,CRY1,PXMP2,SNRNP35,UBC,LOC100996671,MSI1,PXN-AS1,HECTD4,LOC728739,ZNF26,ZCCHC8,TESC-AS1,LINC01486,POLR3B,LOC100287944,MIR5188,COX6A1,POLE,DDX55,MLXIP,HIP1R	NA	HNF1A_TSG,PTPN11_oncogene,BCL7A_oncogene,NCOR2_TSG,ALDH2_TSG,TBX3_oncogene/TSG,SH2B3_TSG
chr13_18037300_23346384	LINC00421,MRPL57,SKA3,ANKRD26P3,IL17D,LATS2,LINC01072,ZMYM2,LINC00367,LINC01046,ZMYM5,MIPEPP3,LINC00408,CRYL1,XPO4,TPTE2,GJB6,LINC00424,GJA3,LINC00442,MPHOSPH8,MIR4499,FGF9,LINC00417,GRK6P1,SAP18,PSPC1,ZDHHC20,LOC101928697,LINC00540,GJB2,LINC00539,TUBA3C,EEF1AKMT1,IFT88,ANKRD20A9P,LINC00350,MICU2	NA	NA
chr13_23358012_23476551	BASP1P1,LINC00621	NA	NA
chr13_25667026_37667186	AMER2,MTUS2,LINC00463,LINC00445,CCNA1,MTMR6,LINC01053,USP12-AS1,FLT1,ZAR1L,LINC00412,LINC00384,LINC00297,BRCA2,SLC7A1,FRY,CCDC169-SOHLH2,RFC3,ALG5,RPL21P28,POMP,USP12,SLC46A3,PAN3-AS1,LINC00545,LINC00426,LINC00398,RPL21,ALOX5AP,MTUS2-AS1,SNORA27,UBL3,SHISA2,NBEA,LINC00543,KATNAL1,PDS5B,FLT3,ATP8A2,MTIF3,RFXAP,CDK8,RASL11A,LINC00544,PDX1,GSX1,NUP58,N4BP2L2-IT2,N4BP2L2,EEF1DP3,SOHLH2,STARD13,KL,N4BP2L1,LINC00423,LINC00365,USP12-AS2,STARD13-AS,DCLK1,TEX26,PDX1-AS1,SMAD9,LINC00457,WASF3,LOC102723345,B3GLCT,GTF3A,FRY-AS1,POLR1D,CDX2,EXOSC8,SPG20,LINC00572,SPG20-AS1,MAB21L1,ATP5EP2,CCDC169,RNF6,PABPC3,MEDAG,PAN3,LNX2,SERTM1,GPR12,MINOS1P1,SNORD102,URAD,HMGB1,LINC01058,TEX26-AS1,SUPT20H,USPL1,RXFP2,HSPH1	NA	BRCA2_TSG,FLT3_oncogene,CDX2_TSG
chr13_40031885_41818373	LINC00332,MIR621,TPTE2P5,MTRF1,COG6,LINC00548,ELF1,MIR320D1,WBP4,KBTBD6,MIR4305,MRPS31,MIR3168,LINC00598,FOXO1,LHFP,KBTBD7,SUGT1P3,SLC25A15,LOC101929140	Longevity regulating pathway - multiple species_FOXO1,Longevity regulating pathway_FOXO1,Prostate cancer_FOXO1,AGE-RAGE signaling pathway in diabetic complications_FOXO1,Glucagon signaling pathway_FOXO1,Insulin resistance_FOXO1,Thyroid hormone signaling pathway_FOXO1,AMPK signaling pathway_FOXO1,FoxO signaling pathway_FOXO1,Insulin signaling pathway_FOXO1,Cellular senescence_FOXO1,Transcriptional misregulation in cancer_FOXO1,Human papillomavirus infection_FOXO1	FOXO1_oncogene/TSG
chr14_44676092_45242364	LOC105370473,FSCB	NA	NA
chr14_57266820_57470739	OTX2,OTX2-AS1	NA	NA
chr14_58152563_62904953	L3HYPDH,LINC00643,TOMM20L,MNAT1,RTN1,SALRNA1,MIR5586,SIX6,C14orf39,PSMA3,PRKCH,GPR135,TIMM9,ACTR10,JKAMP,LOC101927780,PCNX4,LINC01500,SIX1,TMEM30B,DHRS7,C14orf37,HIF1A-AS2,PPM1A,LRRC9,SIX4,SNAPC1,CCDC175,LINC00644,SYT16,DAAM1,HIF1A,SLC35F4,LOC105370526,HIF1A-AS1,FLJ22447,TRMT5,KIAA0586,DACT1,SLC38A6,PSMA3-AS1,ARID4A	NA	HIF1A_oncogene
chr14_10906904_30715154	GMPR2,CMTM5,ACIN1,TSSK4,TGM1,CBLN3,ECRP,SLC7A7,DHRS4,RNASE1,MIR4307HG,THTPA,NEDD8-MDP1,CHD8,CHMP4A,HOMEZ,OR4K1,MIR208B,C14orf119,LOC100508046,LOC105370424,NDRG2,LOC102724890,TM9SF1,GZMH,OR4K5,OR4K13,RPPH1,LTB4R2,CMA1,FITM1,LINC00645,SNORD9,TMEM253,OR11H6,MIR4307,KLHL33,SLC22A17,RNASE6,LINC01296,RNF31,LOC101927045,PRMT5-AS1,ZNF219,DAD1,RABGGTA,RNASE13,OR4K15,LOC101926933,NYNRIN,TEP1,NFATC4,EDDM3B,AJUBA,TTC5,OR4K14,ADCY4,PRMT5,DCAF11,CTSG,PSMB11,OR4M1,ABHD4,HAUS4,NOVA1,RIPK3,BCL2L2-PABPN1,RPGRIP1,EMC9,MDP1,RNASE3,MMP14,LINC01551,RNASE9,MRPL52,RAB2B,OR4Q3,OR5AU1,MIR6717,STXBP6,NRL,TOX4,BMS1P22,SALL2,OXA1L,AP1G2,OR10G3,OR4N2,IPO4,RBM23,RNASE7,TMEM55B,LOC101929572,DHRS1,OR11H12,PARP2,OR4E2,OR11H4,NOP9,JPH4,RNASE12,MYH6,OR6S1,CCNB1IP1,ZFHX2,LOC101929718,LINC00641,EDDM3A,ANG,OR4N5,PCK2,LOC101927062,SDR39U1,PSME2,CIDEB,OR4L1,FOXG1-AS1,APEX1,POTEG,PRKD1,TINF2,METTL3,DHRS4L1,RNASE2,MIR4707,RNASE8,PPP1R3E,METTL17,LOC642426,REC8,SUPT16H,LOC254028,IRF9,C14orf93,GZMB,CPNE6,MIR3171,DHRS4-AS1,OR4K17,SNORD126,MHRT,LRP10,BMS1P17,RNF212B,CEBPE,BCL2L2,PSMB5,OR10G2,LOC102724814,IL25,DHRS4L2,MYH7,OR4E1,RNASE11,SLC7A8,OR4K2,OR11H2,NGDN,TPPP2,RNASE4,BMS1P18,REM2,CARMIL3,DUXAP10,PSME1,SNORD8,MIR7703,RNASE10,POTEH-AS1,MIR208A,OR11G2,CDH24,HNRNPC,OSGEP,ARHGEF40,LTB4R,SLC39A2,PNP,FOXG1,EFS,NEDD8,PABPN1,DHRS2,POTEM,KHNYN	Olfactory transduction_OR4K1/OR4K5/OR4K13/OR11H6/OR4K15/OR4K14/OR4M1/OR4Q3/OR5AU1/OR10G3/OR4N2/OR11H12/OR4E2/OR11H4/OR6S1/OR4N5/OR4L1/OR4K17/OR10G2/OR4E1/OR4K2/OR11G2,Proteasome_PSMB11/PSME2/PSMB5/PSME1	CCNB1IP1_TSG
chr14_33032082_38139586	BRMS1L,MBIP,SNORA89,MIPOL1,FAM177A1,LINC00609,TTC6,PPP2R3C,EAPP,RALGAPA1P1,NKX2-8,NKX2-1-AS1,EGLN3,RALGAPA1,INSM2,SPTSSA,SFTA3,SNORA101B,IGBP1P1,MIR4503,AKAP6,KIAA0391,FOXA1,CFL2,NFKBIA,PSMA6,LOC101927178,PAX9,SNX6,SRP54,SLC25A21,NKX2-1,NPAS3,PTCSC3,BAZ1A,SLC25A21-AS1	NA	FOXA1_oncogene,NKX2-1_oncogene/TSG
chr14_38639537_39427075	LINC00639,LOC105370457,CLEC14A,SSTR1	cAMP signaling pathway_SSTR1,Neuroactive ligand-receptor interaction_SSTR1	NA
chr15_43808511_47648659	STRC,PIN4P1,CASC4,MIR1282,C15orf48,SPATA5L1,SQRDL,CKMT1B,TERB2,DUOXA1,SLC28A2,EIF3J-AS1,CATSPER2,SERF2,HYPK,PDIA3,LOC105370802,CTDSPL2,B2M,MAP1A,MFAP1,DUOXA2,BLOC1S6,SLC30A4,FRMD5,TRIM69,LOC100419583,HMGN2P46,EIF3J,CKMT1A,DUOX2,PATL2,GATM,SEMA6D,SERF2-C15ORF63,SORD,MIR147B,ELL3,SERINC4,SPG11,PPIP5K1,CATSPER2P1,SHF,DUOX1,WDR76,LOC101928414	Arginine and proline metabolism_CKMT1B/CKMT1A/GATM,Thyroid hormone synthesis_DUOXA2/DUOX2,Antigen processing and presentation_PDIA3/B2M	B2M_TSG
chr15_47783394_48084286	SEMA6D	Axon guidance_SEMA6D	NA
chr15_19076880_22020420	CHEK2P2,POTEB2,GOLGA8CP,LINC01193,MIR3118-2,NBEAP1,MIR5701-2,MIR3118-3,NF1P2,LOC646214,MIR5701-3,HERC2P3,POTEB3,POTEB,GOLGA6L6,CXADRP2,MIR3118-4,MIR5701-1	NA	NA
chr15_26000343_26117364	MIR4715,ATP10A	NA	NA
chr15_26565635_26946607	GABRB3	Nicotine addiction_GABRB3,GABAergic synapse_GABRB3,Morphine addiction_GABRB3,Serotonergic synapse_GABRB3,Retrograde endocannabinoid signaling_GABRB3,Neuroactive ligand-receptor interaction_GABRB3	NA
chr15_28249600_29025818	MIR4509-3,GOLGA8M,MIR4509-2,HERC2,MIR4509-1,GOLGA8G,WHAMMP2,HERC2P9,OCA2,GOLGA8F	Ubiquitin mediated proteolysis_HERC2	NA
chr15_29196285_29427619	FAM189A1,APBA2	NA	NA
chr15_30730582_32081789	FAN1,ULK4P1,HERC2P10,OTUD7A,GOLGA8H,LOC100288637,KLF13,MTMR10,TRPM1,LOC283710,ULK4P2,ARHGAP11B,LOC102725022,MIR211	Fanconi anemia pathway_FAN1	NA
chr15_36960397_37868566	LOC145845,C15orf41,CSNK1A1P1,MEIS2,MIR8063	NA	NA
chr15_39966757_40800669	DISP2,PHGR1,BMF,C15orf56,PLCB2,BUB1B-PAK6,SRP14,GPR176,C15orf52,CHST14,ANKRD63,LOC105370941,PAK6,SRP14-AS1,KNSTRN,FSIP1,BAHD1,IVD,INAFM2,BUB1B,EIF2AK4	NA	BUB1B_TSG
chr15_42832961_42954463	HAUS2,STARD9,LRRC57	NA	NA
chr15_43739179_43831135	MAP1A,TP53BP1,PPIP5K1	Phosphatidylinositol signaling system_PPIP5K1,NOD-like receptor signaling pathway_TP53BP1	NA
chr15_43972176_44223520	PIN4P1,MIR1282,SERF2,HYPK,PDIA3,MFAP1,FRMD5,CKMT1A,SERF2-C15ORF63,ELL3,SERINC4,CATSPER2P1,WDR76	Arginine and proline metabolism_CKMT1A,Antigen processing and presentation_PDIA3,Protein processing in endoplasmic reticulum_PDIA3	NA
chr15_48885404_51220738	MIR4712,TRPM7,ATP8B4,COPS2,SPPL2A,NDUFAF4P1,GABPB1-AS1,FLJ10038,MIR4716,EID1,FGF7,SLC27A2,CEP152,USP50,SHC4,GALK2,DTWD1,SECISBP2L,GABPB1,FBN1,AP4E1,HDC,USP8,FAM227B	NA	USP8_oncogene
chr15_17208258_23574192	NIPA1,GOLGA8DP,CHEK2P2,MIR4509-3,POTEB2,GOLGA8CP,GOLGA6L1,LINC01193,MIR3118-2,NBEAP1,MIR4509-2,MIR1268A,HERC2P2,MIR5701-2,GOLGA6L22,GOLGA8EP,IGHV1OR15-3,HERC2P7,LOC102724760,MIR3118-3,LOC283683,NF1P2,LOC646214,TUBGCP5,CYFIP1,MIR5701-3,HERC2P3,MIR4509-1,POTEB3,OR4M2,GOLGA8IP,OR4N3P,LOC727924,POTEB,LOC642131,NIPA2,GOLGA6L6,WHAMMP3,REREP3,CXADRP2,MIR3118-4,MIR5701-1,LOC101927079,IGHV1OR15-1,OR4N4	Olfactory transduction_OR4M2/OR4N4	NA
